Average IMDb Rating,Number of IMDb Votes,Bechdel Test Rating,Movie Title,Year,Genres
6.1,106113.0,1,Dead Silence,2007,"Horror,Mystery,Thriller"
4.2,84822.0,2,Norbit,2007,"Comedy,Romance"
6.9,11343.0,1,Ex Drummer,2007,"Comedy,Crime,Drama"
7.0,2333.0,3,The Secrets,2007,"Drama,Romance"
4.4,256.0,3,Racing Daylight,2007,Drama
7.1,3914.0,1,Conversations with My Gardener,2007,"Comedy,Drama"
5.9,172320.0,3,Saw IV,2007,"Horror,Mystery,Thriller"
2.4,111927.0,3,Epic Movie,2007,"Adventure,Comedy,Fantasy"
5.3,11692.0,2,The Brothers Solomon,2007,Comedy
5.9,22110.0,3,Nancy Drew,2007,"Comedy,Crime,Family"
6.5,70683.0,1,Run Fatboy Run,2007,"Comedy,Romance,Sport"
5.6,13533.0,3,The Babysitters,2007,Drama
5.6,1531.0,2,Two Worlds,2007,"Comedy,Fantasy"
6.8,62850.0,1,I'm Not There,2007,"Biography,Drama,Music"
7.1,11785.0,3,Shotgun Stories,2007,"Drama,Thriller"
7.0,3838.0,2,Bleach the Movie: The DiamondDust Rebellion,2007,"Action,Animation,Thriller"
7.6,70452.0,2,Control,2007,"Biography,Drama,Music"
6.5,83779.0,3,Awake,2007,"Crime,Drama,Mystery"
6.2,54751.0,0,Lions for Lambs,2007,"Crime,Drama,Mystery"
6.6,2257.0,3,Las 13 rosas,2007,"Drama,History"
6.6,1220.0,3,Fashion Victims,2007,"Comedy,Romance"
7.7,641925.0,1,Zodiac,2007,"Crime,Drama,Mystery"
7.0,2785.0,3,Jellyfish,2007,Drama
7.8,474115.0,1,American Gangster,2007,"Biography,Crime,Drama"
6.1,190430.0,1,Bee Movie,2007,"Adventure,Animation,Comedy"
6.2,22632.0,3,The Last Mimzy,2007,"Action,Adventure,Drama"
5.8,1599.0,3,Viva,2007,"Comedy,Drama,Musical"
7.0,6454.0,3,It's a Free World...,2007,Drama
6.1,46970.0,1,Cleaner,2007,"Crime,Thriller"
7.8,9412.0,0,Estomago: A Gastronomic Story,2007,"Comedy,Crime,Drama"
5.6,45429.0,3,The Reaping,2007,"Horror,Thriller"
6.4,4389.0,3,Pokémon: The Rise of Darkrai,2007,"Action,Adventure,Animation"
6.4,44062.0,0,The Water Horse,2007,"Adventure,Family,Fantasy"
7.5,199145.0,1,The Assassination of Jesse James by the Coward Robert Ford,2007,"Biography,Crime,Drama"
4.6,142008.0,3,Aliens vs. Predator: Requiem,2007,"Action,Horror,Sci-Fi"
4.7,533.0,3,Rosa: The Movie,2007,"Comedy,Drama,Family"
4.8,23464.0,1,Underdog,2007,"Action,Adventure,Comedy"
5.9,99689.0,2,The Heartbreak Kid,2007,"Comedy,Romance"
6.4,138886.0,0,Mr. Bean's Holiday,2007,"Comedy,Family"
5.3,262729.0,0,Ghost Rider,2007,"Action,Fantasy,Thriller"
5.7,53205.0,3,Perfect Stranger,2007,"Crime,Mystery,Thriller"
6.0,3121.0,0,Steak,2007,Comedy
6.7,35338.0,3,The Air I Breathe,2007,"Crime,Drama,Thriller"
5.4,7877.0,2,Suburban Girl,2007,"Comedy,Drama,Romance"
6.4,450.0,3,Hands off Mississippi,2007,"Adventure,Comedy,Family"
7.4,113250.0,3,August Rush,2007,"Drama,Music"
7.3,7740.0,3,Under the Same Moon,2007,"Adventure,Drama"
6.5,262496.0,3,National Treasure: Book of Secrets,2007,"Action,Adventure,Mystery"
6.7,97782.0,1,Surf's Up,2007,"Adventure,Animation,Comedy"
6.4,10928.0,3,This Christmas,2007,"Comedy,Drama,Romance"
7.2,16679.0,1,City of Men,2007,"Crime,Drama"
7.2,3779.0,3,Mermaid,2007,"Comedy,Drama,Fantasy"
5.0,9296.0,3,Boogeyman 2,2007,"Horror,Thriller"
3.0,1111.0,0,Tyrannosaurus Azteca,2007,"Action,Adventure,Comedy"
4.3,12237.0,1,The Comebacks,2007,"Comedy,Sport"
8.4,1271325.0,1,WALL·E,2008,"Adventure,Animation,Family"
7.2,194277.0,3,The Bank Job,2008,"Crime,Thriller"
6.1,332794.0,1,Jumper,2008,"Action,Adventure,Sci-Fi"
7.9,481618.0,1,In Bruges,2008,"Comedy,Crime,Drama"
6.8,275535.0,3,21,2008,"Crime,Drama,Thriller"
9.0,3045972.0,3,The Dark Knight,2008,"Action,Crime,Drama"
3.8,56208.0,1,The Love Guru,2008,"Comedy,Romance,Sport"
6.4,529501.0,0,Hancock,2008,"Action,Comedy,Drama"
5.2,27533.0,1,Mutant Chronicles,2008,"Action,Adventure,Mystery"
6.0,37772.0,3,Nim's Island,2008,"Adventure,Family,Fantasy"
6.5,234058.0,1,Get Smart,2008,"Action,Adventure,Comedy"
6.7,421535.0,1,Wanted,2008,"Action,Crime,Thriller"
6.0,48664.0,3,Baby Mama,2008,"Comedy,Romance"
6.0,5652.0,3,Birds of America,2008,"Comedy,Drama"
6.4,95613.0,1,Be Kind Rewind,2008,Comedy
6.6,156153.0,3,Vantage Point,2008,"Action,Drama,Thriller"
7.9,1183236.0,2,Iron Man,2008,"Action,Adventure,Sci-Fi"
6.1,192533.0,3,What Happens in Vegas,2008,"Comedy,Romance"
7.0,366450.0,1,Burn After Reading,2008,"Comedy,Crime,Drama"
6.1,81394.0,3,Speed Racer,2008,"Action,Adventure,Comedy"
5.1,45194.0,1,Meet Dave,2008,"Adventure,Comedy,Family"
5.8,136947.0,1,Journey to the Center of the Earth,2008,"Action,Adventure,Family"
6.6,548374.0,1,The Incredible Hulk,2008,"Action,Adventure,Sci-Fi"
6.7,66732.0,1,Appaloosa,2008,"Crime,Drama,Romance"
6.6,96628.0,3,Nick and Norah's Infinite Playlist,2008,"Comedy,Drama,Music"
6.1,182663.0,3,27 Dresses,2008,"Comedy,Romance"
7.0,294425.0,1,Hellboy II: The Golden Army,2008,"Action,Adventure,Fantasy"
6.8,246481.0,1,Role Models,2008,Comedy
6.8,240411.0,3,Bolt,2008,"Adventure,Animation,Comedy"
6.4,224929.0,1,Death Race,2008,"Action,Sci-Fi,Thriller"
7.0,52470.0,1,Gomorrah,2008,"Crime,Drama"
6.1,182414.0,0,Transporter 3,2008,"Action,Thriller"
7.5,183450.0,1,Milk,2008,"Biography,Drama,History"
7.1,276114.0,3,Vicky Cristina Barcelona,2008,"Comedy,Drama,Romance"
8.0,897825.0,1,Slumdog Millionaire,2008,"Crime,Drama,Romance"
7.1,26928.0,3,Frozen River,2008,"Crime,Drama"
7.5,142613.0,3,Doubt,2008,"Drama,Mystery"
6.9,332696.0,1,Step Brothers,2008,Comedy
7.1,473285.0,1,Tropic Thunder,2008,"Action,Comedy,War"
6.8,14793.0,3,The Lucky Ones,2008,"Adventure,Comedy,Drama"
7.6,269647.0,1,The Reader,2008,"Drama,Mystery,Romance"
7.3,231133.0,3,Revolutionary Road,2008,"Drama,Romance"
6.4,34113.0,3,Resident Evil: Degeneration,2008,"Action,Animation,Horror"
7.9,326556.0,1,The Wrestler,2008,"Drama,Sport"
7.7,271514.0,3,Changeling,2008,"Biography,Crime,Drama"
5.5,183759.0,3,The Day the Earth Stood Still,2008,"Adventure,Drama,Sci-Fi"
6.8,396639.0,1,Yes Man,2008,"Comedy,Romance"
6.1,84270.0,3,Inkheart,2008,"Adventure,Family,Fantasy"
5.3,132499.0,3,Max Payne,2008,"Action,Crime,Drama"
6.0,104298.0,3,Bedtime Stories,2008,"Adventure,Comedy,Family"
6.5,293735.0,3,Mamma Mia!,2008,"Comedy,Musical,Romance"
6.8,75445.0,3,Sunshine Cleaning,2008,"Comedy,Drama"
7.0,30310.0,3,Miss Pettigrew Lives for a Day,2008,"Comedy,Romance"
5.0,23910.0,3,The Women,2008,"Comedy,Drama"
6.5,76428.0,3,Blindness,2008,"Drama,Mystery,Thriller"
6.9,366825.0,2,Pineapple Express,2008,"Action,Comedy,Crime"
7.7,658365.0,3,Taken,2008,"Action,Crime,Thriller"
5.4,58070.0,3,The Eye,2008,"Horror,Mystery"
6.4,18145.0,1,CJ7,2008,"Adventure,Comedy,Drama"
6.6,199077.0,1,Eagle Eye,2008,"Action,Mystery,Thriller"
5.0,70572.0,3,High School Musical 3: Senior Year,2008,"Comedy,Drama,Family"
6.5,485036.0,1,Quantum of Solace,2008,"Action,Adventure,Mystery"
7.6,177015.0,3,Ponyo,2008,"Adventure,Animation,Comedy"
7.0,18173.0,1,Flash of Genius,2008,"Biography,Drama"
6.9,13531.0,3,Fashion,2008,"Drama,Romance"
7.5,486533.0,1,The Hurt Locker,2008,"Drama,Thriller,War"
6.6,52561.0,3,Rachel Getting Married,2008,"Drama,Romance"
6.6,23016.0,3,Easy Virtue,2008,"Comedy,Romance"
5.3,510625.0,3,Twilight,2008,"Drama,Fantasy,Romance"
8.1,843664.0,2,Gran Torino,2008,Drama
7.1,49109.0,1,Che: Part One,2008,"Biography,Drama,History"
7.8,726036.0,3,The Curious Case of Benjamin Button,2008,"Drama,Fantasy,Romance"
6.7,79628.0,1,Ghost Town,2008,"Comedy,Drama,Fantasy"
8.0,5110.0,3,The Beaches of Agnès,2008,"Biography,Documentary"
5.2,9192.0,3,The Alphabet Killer,2008,"Crime,Mystery,Thriller"
6.0,81116.0,3,Quarantine,2008,"Horror,Sci-Fi,Thriller"
6.4,27638.0,3,Repo! The Genetic Opera,2008,"Horror,Musical,Sci-Fi"
7.1,179129.0,3,"Definitely, Maybe",2008,"Comedy,Drama,Romance"
6.0,18443.0,2,Franklyn,2008,"Drama,Fantasy,Sci-Fi"
7.8,234515.0,1,Let the Right One In,2008,"Drama,Fantasy,Horror"
7.6,555837.0,3,Kung Fu Panda,2008,"Action,Adventure,Animation"
6.6,563.0,1,Three Wise Men,2008,Drama
5.9,11031.0,3,The Machine Girl,2008,"Action,Comedy,Horror"
5.7,131130.0,3,Sex and the City,2008,"Comedy,Drama,Romance"
6.5,62421.0,0,Fanboys,2008,"Adventure,Comedy,Crime"
8.0,17101.0,3,Love Exposure,2008,"Action,Comedy,Drama"
8.0,56542.0,3,Departures,2008,Drama
1.7,26466.0,3,Birdemic: Shock and Terror,2008,"Horror,Thriller"
7.0,435700.0,3,Cloverfield,2008,"Action,Horror,Sci-Fi"
6.6,2601.0,0,Ciao,2008,"Drama,Romance"
6.2,31534.0,3,The Sisterhood of the Traveling Pants 2,2008,"Comedy,Drama,Romance"
5.7,85117.0,3,Four Christmases,2008,"Comedy,Drama,Romance"
7.2,29150.0,3,The Secret Life of Bees,2008,Drama
6.5,37364.0,0,Pontypool,2008,"Horror,Sci-Fi"
7.6,20943.0,3,I've Loved You So Long,2008,Drama
7.6,114797.0,1,Frost/Nixon,2008,"Biography,Drama,History"
6.4,71780.0,3,City of Ember,2008,"Adventure,Drama,Family"
5.6,93537.0,3,The House Bunny,2008,Comedy
6.2,505198.0,1,Indiana Jones and the Kingdom of the Crystal Skull,2008,"Action,Adventure"
6.2,417.0,3,My Prison Yard,2008,Drama
6.5,233923.0,3,The Chronicles of Narnia: Prince Caspian,2008,"Action,Adventure,Family"
5.3,769.0,3,Dim Sum Funeral,2008,"Comedy,Drama"
7.0,42002.0,3,Happy-Go-Lucky,2008,"Comedy,Drama,Romance"
3.4,110.0,3,God's Forgotten Town,2008,"Horror,Thriller"
6.2,93243.0,3,Step Up 2: The Streets,2008,"Drama,Music,Romance"
6.6,243.0,2,El Regalo,2008,Comedy
6.8,155391.0,1,Horton Hears a Who!,2008,"Adventure,Animation,Comedy"
6.5,112051.0,1,The Forbidden Kingdom,2008,"Action,Adventure,Fantasy"
7.0,172681.0,2,Marley & Me,2008,"Drama,Family"
5.9,24809.0,2,Igor,2008,"Animation,Comedy,Family"
5.8,40358.0,3,Passengers,2008,"Mystery,Romance,Thriller"
7.3,3430.0,3,The Gamers: Dorkness Rising,2008,"Action,Adventure,Comedy"
7.5,36096.0,1,Mesrine: Killer Instinct,2008,"Action,Biography,Crime"
6.1,19491.0,2,Miracle at St. Anna,2008,"Action,Drama,War"
5.9,491.0,3,Helen,2008,Drama
7.2,271572.0,1,RocknRolla,2008,"Action,Crime,Thriller"
7.1,9331.0,3,Lorna's Silence,2008,Drama
6.1,66899.0,3,Wild Child,2008,Comedy
7.0,114912.0,3,Martyrs,2008,Horror
7.5,102145.0,3,"Synecdoche, New York",2008,Drama
6.2,7681.0,1,Sauna,2008,"Drama,Horror,Mystery"
6.7,124421.0,3,The Other Boleyn Girl,2008,"Biography,Drama,History"
6.5,25086.0,2,Fireproof,2008,"Drama,Romance"
5.8,12188.0,1,Dance of the Dead,2008,"Action,Comedy,Horror"
6.5,810.0,3,French Film,2008,"Comedy,Romance"
7.5,13080.0,1,Tokyo Sonata,2008,Drama
7.1,20534.0,3,Wendy and Lucy,2008,Drama
8.0,61916.0,0,Waltz with Bashir,2008,"Animation,Biography,Documentary"
7.3,49650.0,1,Red Cliff,2008,"Action,Adventure,Drama"
7.3,3544.0,3,My Only Sunshine,2008,Drama
6.7,6062.0,3,The Sky Crawlers,2008,"Animation,Drama,Sci-Fi"
7.1,313199.0,3,Forgetting Sarah Marshall,2008,"Comedy,Drama,Romance"
6.6,132363.0,2,Australia,2008,"Adventure,Drama,Romance"
7.0,17790.0,1,Ashes of Time,2008,"Action,Drama"
6.0,22604.0,1,Killshot,2008,"Action,Crime,Drama"
5.9,23622.0,3,Mad Money,2008,"Comedy,Crime,Thriller"
6.6,3476.0,1,Süt,2008,Drama
6.5,60.0,0,Damn Bastard!,2008,"Comedy,Horror"
6.9,2869.0,3,American Violet,2008,Drama
7.4,6686.0,3,Seraphine,2008,"Biography,Drama"
7.6,321744.0,3,Seven Pounds,2008,"Drama,Mystery,Thriller"
7.3,6226.0,1,Goodbye Solo,2008,Drama
5.9,134.0,3,Bi the Way,2008,Documentary
7.0,8193.0,3,Phoebe in Wonderland,2008,Drama
4.1,19338.0,3,Zombie Strippers!,2008,"Comedy,Horror,Sci-Fi"
6.3,17743.0,3,Hamlet 2,2008,"Comedy,Music"
6.0,41801.0,1,Deception,2008,"Crime,Drama,Mystery"
6.5,13735.0,1,What Doesn't Kill You,2008,"Crime,Drama,Thriller"
5.8,2904.0,3,The Loss of a Teardrop Diamond,2008,"Drama,Romance"
6.7,53565.0,3,The Brothers Bloom,2008,"Action,Adventure,Comedy"
7.0,154.0,3,Rough Aunties,2008,Documentary
6.6,184.0,3,Rain,2008,Drama
7.1,5510.0,3,35 Shots of Rum,2008,Drama
7.5,6084.0,3,Everlasting Moments,2008,"Drama,History"
7.0,1875.0,3,Examined Life,2008,Documentary
6.6,13373.0,2,Adulthood,2008,"Crime,Drama"
7.1,268371.0,1,Valkyrie,2008,"Drama,History,Thriller"
4.4,446.0,3,Bonnie & Clyde vs. Dracula,2008,"Action,Crime,Horror"
5.8,18349.0,0,Outpost,2008,"Action,Horror,Sci-Fi"
7.9,6186.0,1,The World is Big and Salvation Lurks Around the Corner,2008,Drama
6.6,55841.0,3,Transsiberian,2008,"Crime,Drama,Mystery"
7.2,2125.0,3,One Million Yen Girl,2008,Drama
4.8,7612.0,3,While She Was Out,2008,"Crime,Drama,Thriller"
7.6,5053.0,1,Sita Sings the Blues,2008,"Animation,Comedy,Fantasy"
6.3,31250.0,3,"Angus, Thongs and Perfect Snogging",2008,"Comedy,Drama,Romance"
7.6,908.0,3,Herb & Dorothy,2008,"Biography,Documentary"
6.1,6827.0,1,Three Kingdoms,2008,"Action,Drama,History"
7.0,3444.0,3,Lion's Den,2008,"Crime,Drama"
5.6,11976.0,3,Diary of a Nymphomaniac,2008,"Drama,Romance"
6.0,11415.0,1,I Sell the Dead,2008,"Comedy,Horror"
6.9,89374.0,3,The Duchess,2008,"Biography,Drama,History"
6.5,2998.0,1,Paris 36,2008,"Drama,Music,Musical"
6.1,19557.0,3,The Edge of Love,2008,"Biography,Drama,Romance"
6.6,8353.0,3,The Beautiful Person,2008,"Comedy,Drama"
6.8,6013.0,3,Were the World Mine,2008,"Adventure,Comedy,Fantasy"
6.1,152296.0,3,The Strangers,2008,"Horror,Mystery,Thriller"
7.8,15729.0,3,Ghost in the Shell 2.0,2008,"Action,Animation,Crime"
7.1,159074.0,3,Defiance,2008,"Action,Drama,History"
5.9,81530.0,3,Doomsday,2008,"Action,Sci-Fi,Thriller"
5.8,18789.0,2,Management,2008,"Comedy,Drama,Romance"
4.5,4903.0,0,Fly Me to the Moon 3D,2008,"Adventure,Animation,Family"
7.3,41084.0,3,The Baader Meinhof Complex,2008,"Action,Biography,Crime"
5.5,16330.0,3,"Welcome Home, Roscoe Jenkins",2008,"Comedy,Romance"
4.8,6063.0,3,Dante 01,2008,"Adventure,Drama,Sci-Fi"
5.3,1259.0,3,Older Than America,2008,Drama
4.5,3248.0,0,Seventh Moon,2008,"Horror,Thriller"
4.7,63777.0,2,The Spirit,2008,"Action,Crime,Fantasy"
4.0,2590.0,3,Grizzly Park,2008,"Adventure,Comedy,Horror"
6.9,4429.0,3,Mid-August Lunch,2008,"Comedy,Drama"
6.3,1239.0,3,Miao Miao,2008,"Comedy,Drama,Romance"
5.8,78401.0,2,Made of Honor,2008,"Comedy,Romance"
5.4,8354.0,3,Possession,2008,"Drama,Horror,Mystery"
5.5,20480.0,0,Deadgirl,2008,Horror
4.0,39159.0,3,Prom Night,2008,Horror
5.4,353.0,2,Overcome,2008,"Drama,Romance"
6.1,117274.0,1,Mirrors,2008,"Horror,Mystery"
5.3,26095.0,3,Over Her Dead Body,2008,"Comedy,Fantasy,Romance"
4.7,80785.0,3,Superhero Movie,2008,"Action,Comedy,Sci-Fi"
,,3,Kenna,2008,Thriller
7.0,145615.0,1,Bronson,2008,"Action,Crime,Drama"
5.9,88465.0,3,The Ruins,2008,"Adventure,Horror,Thriller"
6.4,9836.0,3,I Can't Think Straight,2008,"Drama,Romance"
5.2,176413.0,3,The Mummy: Tomb of the Dragon Emperor,2008,"Action,Adventure,Fantasy"
6.2,798.0,3,Casi divas,2008,"Comedy,Fantasy,Musical"
7.0,1967.0,3,Treeless Mountain,2008,Drama
6.0,8368.0,3,The Family That Preys,2008,Drama
7.5,16797.0,1,Revanche,2008,"Crime,Drama,Romance"
7.8,77269.0,0,The Chaser,2008,"Action,Crime,Drama"
6.1,11647.0,3,The Secret of Moonacre,2008,"Adventure,Family,Fantasy"
7.1,40995.0,3,Nothing But the Truth,2008,"Crime,Drama,Mystery"
7.3,38047.0,3,Keith,2008,"Drama,Romance"
6.6,22974.0,3,Last Chance Harvey,2008,"Drama,Romance"
6.7,21808.0,3,The Burning Plain,2008,"Crime,Drama,Mystery"
7.1,46549.0,2,Welcome to the Sticks,2008,"Comedy,Romance"
6.9,3806.0,3,Skin,2008,"Biography,Drama"
5.9,95540.0,3,The X Files: I Want to Believe,2008,"Crime,Drama,Horror"
7.2,4381.0,3,"Moscow, Belgium",2008,"Comedy,Drama,Romance"
6.0,6772.0,0,Sleep Dealer,2008,"Drama,Romance,Sci-Fi"
4.9,2328.0,3,Pretty Ugly People,2008,"Comedy,Drama"
5.1,137995.0,1,"10,000 BC",2008,"Action,Adventure,Drama"
5.2,529.0,3,All About Women,2008,"Comedy,Romance"
6.7,3248.0,0,Sparrow,2008,"Drama,Romance"
7.2,385.0,2,Blind Loves,2008,"Documentary,Drama"
7.4,5480.0,3,Camino,2008,Drama
6.5,6021.0,3,The Headless Woman,2008,"Drama,Mystery,Thriller"
7.3,7012.0,3,Lemon Tree,2008,"Drama,War"
7.0,252151.0,0,Rambo,2008,"Action,Thriller"
7.7,263911.0,3,The Boy in the Striped Pajamas,2008,"Drama,War"
7.1,3022.0,3,"Bleach: Fade to Black, I Call Your Name",2008,"Action,Animation,Drama"
5.7,1797.0,3,Walking Vengeance,2008,"Crime,Drama,Thriller"
7.6,119127.0,3,The Wave,2008,"Drama,Thriller"
8.1,84511.0,1,A Wednesday,2008,"Action,Crime,Drama"
6.6,14014.0,1,Brideshead Revisited,2008,"Drama,Romance"
7.5,75472.0,0,Hunger,2008,"Biography,Crime,Drama"
6.9,10626.0,1,"Patrik, Age 1.5",2008,"Comedy,Drama,Romance"
6.9,1536.0,1,The Country Teacher,2008,"Drama,Romance"
7.1,3490.0,1,Nothing to Lose,2008,"Crime,Thriller"
7.0,5189.0,1,The Man Who Loved Yngve,2008,"Comedy,Drama,Music"
6.8,3850.0,1,A Kind of America 2,2008,Comedy
6.8,18715.0,1,Bottle Shock,2008,"Comedy,Drama"
6.6,348.0,3,Disfigured,2008,Drama
6.5,106471.0,0,The Spiderwick Chronicles,2008,"Action,Adventure,Drama"
6.2,34339.0,1,Lake Mungo,2008,"Drama,Horror,Mystery"
5.8,144348.0,3,Saw V,2008,"Horror,Thriller"
6.2,58077.0,3,Lakeview Terrace,2008,"Crime,Drama,Thriller"
8.0,239424.0,0,Ip Man,2008,"Action,Biography,Drama"
2.8,113901.0,1,Meet the Spartans,2008,"Comedy,Fantasy"
6.5,109475.0,2,Never Back Down,2008,"Action,Drama,Sport"
5.2,23298.0,0,Strange Wilderness,2008,"Adventure,Comedy"
5.9,78070.0,1,Star Wars: The Clone Wars,2008,"Action,Adventure,Animation"
6.8,6844.0,1,Somers Town,2008,"Comedy,Drama"
5.6,222137.0,1,You Don't Mess with the Zohan,2008,"Action,Comedy"
6.6,261803.0,0,Madagascar: Escape 2 Africa,2008,"Adventure,Animation,Comedy"
4.4,17040.0,1,College Road Trip,2008,"Adventure,Comedy,Drama"
7.0,246271.0,2,Body of Lies,2008,"Action,Drama,Thriller"
6.8,11829.0,2,Fifty Dead Men Walking,2008,"Crime,Drama,Thriller"
4.0,26877.0,3,Beverly Hills Chihuahua,2008,"Adventure,Comedy,Drama"
6.1,40922.0,1,The Tale of Despereaux,2008,"Adventure,Animation,Comedy"
6.0,36561.0,1,The Code,2009,"Action,Crime,Thriller"
6.8,172705.0,3,Adventureland,2009,"Comedy,Drama,Romance"
7.8,286525.0,3,Coraline,2009,"Animation,Drama,Family"
6.4,226262.0,3,17 Again,2009,"Comedy,Drama,Fantasy"
7.9,630981.0,3,Star Trek,2009,"Action,Adventure,Sci-Fi"
6.7,319593.0,0,Angels & Demons,2009,"Mystery,Thriller"
8.3,1191450.0,1,Up,2009,"Adventure,Animation,Comedy"
6.5,387098.0,2,Terminator Salvation,2009,"Action,Adventure,Sci-Fi"
6.7,56238.0,1,The Soloist,2009,"Biography,Drama,Music"
6.1,118010.0,3,Push,2009,"Action,Sci-Fi,Thriller"
6.2,257283.0,1,Knowing,2009,"Mystery,Sci-Fi,Thriller"
7.6,600738.0,3,Watchmen,2009,"Action,Drama,Mystery"
7.7,895000.0,1,The Hangover,2009,Comedy
6.9,329868.0,1,Public Enemies,2009,"Biography,Crime,Drama"
7.6,633030.0,3,Harry Potter and the Half-Blood Prince,2009,"Action,Adventure,Family"
6.3,125924.0,1,Funny People,2009,"Comedy,Drama"
5.3,15470.0,3,Blood: The Last Vampire,2009,"Action,Adventure,Fantasy"
7.0,133016.0,3,Julie & Julia,2009,"Biography,Drama,Romance"
7.6,596058.0,1,500 Days of Summer,2009,"Comedy,Drama,Romance"
5.7,218696.0,1,G.I. Joe: The Rise of Cobra,2009,"Action,Adventure,Sci-Fi"
6.4,213700.0,0,The Taking of Pelham 123,2009,"Action,Crime,Thriller"
6.9,277564.0,1,Ice Age: Dawn of the Dinosaurs,2009,"Adventure,Animation,Comedy"
7.9,738508.0,1,District 9,2009,"Action,Sci-Fi,Thriller"
7.0,269105.0,3,Orphan,2009,"Horror,Mystery,Thriller"
6.0,444079.0,3,Transformers: Revenge of the Fallen,2009,"Action,Adventure,Sci-Fi"
5.9,156714.0,0,Brüno,2009,Comedy
7.8,227443.0,3,The Girl with the Dragon Tattoo,2009,"Crime,Drama,Mystery"
7.0,153650.0,0,9,2009,"Action,Adventure,Animation"
7.4,63251.0,3,In the Loop,2009,Comedy
7.1,78296.0,3,Whatever Works,2009,"Comedy,Romance"
6.1,53226.0,2,Duplicity,2009,"Comedy,Crime,Romance"
6.5,557263.0,3,X-Men Origins: Wolverine,2009,"Action,Sci-Fi"
5.7,20216.0,0,Echelon Conspiracy,2009,"Action,Crime,Thriller"
7.0,222370.0,2,"I Love You, Man",2009,"Comedy,Romance"
6.9,71611.0,3,Whip It,2009,"Drama,Sport"
6.3,183237.0,1,Surrogates,2009,"Action,Sci-Fi,Thriller"
7.5,649086.0,3,Zombieland,2009,"Action,Comedy,Horror"
6.0,18236.0,0,The Maiden Heist,2009,"Comedy,Crime"
6.9,274598.0,1,Cloudy with a Chance of Meatballs,2009,"Adventure,Animation,Comedy"
6.8,3333.0,1,Tsar,2009,"Drama,History"
6.5,172491.0,1,Underworld: Rise of the Lycans,2009,"Action,Fantasy,Thriller"
7.8,387692.0,1,Moon,2009,"Drama,Mystery,Sci-Fi"
6.2,140245.0,0,The Men Who Stare at Goats,2009,"Comedy,War"
7.9,289764.0,1,Fantastic Mr. Fox,2009,"Adventure,Animation,Comedy"
6.4,154423.0,2,The Invention of Lying,2009,"Comedy,Fantasy,Romance"
8.4,1699930.0,3,Inglourious Basterds,2009,"Adventure,Drama,War"
7.2,179557.0,3,The Princess and the Frog,2009,"Adventure,Animation,Comedy"
6.3,78225.0,1,Ninja Assassin,2009,"Action,Thriller"
7.4,356234.0,2,Up in the Air,2009,"Comedy,Drama,Romance"
7.9,1437940.0,3,Avatar,2009,"Action,Adventure,Fantasy"
7.5,693128.0,1,Sherlock Holmes,2009,"Action,Adventure,Mystery"
7.3,119110.0,3,Precious,2009,Drama
4.5,14378.0,3,Bitch Slap,2009,"Action,Comedy,Crime"
6.3,54173.0,3,The House of the Devil,2009,"Horror,Mystery"
6.5,79099.0,3,A Perfect Getaway,2009,"Drama,Mystery,Thriller"
5.5,163147.0,3,Jennifer's Body,2009,"Comedy,Horror"
6.5,141706.0,0,Antichrist,2009,"Drama,Horror,Thriller"
6.6,225281.0,3,Drag Me to Hell,2009,Horror
4.6,408.0,3,Ghosted,2009,"Drama,Mystery,Romance"
6.4,1075.0,3,My Queen Karo,2009,"Drama,Romance"
7.7,77311.0,3,Mother,2009,"Crime,Drama,Mystery"
4.8,4903.0,3,Spring Breakdown,2009,"Comedy,Romance"
7.1,75029.0,1,Agora,2009,"Adventure,Biography,Drama"
6.7,156251.0,1,The Imaginarium of Doctor Parnassus,2009,"Adventure,Comedy,Fantasy"
7.5,120591.0,1,A Single Man,2009,"Drama,Romance,Thriller"
7.5,39819.0,0,The Secret of Kells,2009,"Adventure,Animation,Family"
5.8,46076.0,2,Nine,2009,"Drama,Musical,Romance"
7.1,118143.0,3,Dogtooth,2009,"Drama,Thriller"
7.2,264577.0,1,The Road,2009,"Drama,Thriller"
6.2,2299.0,3,Helen,2009,Drama
6.6,187005.0,3,The Lovely Bones,2009,"Drama,Fantasy,Thriller"
7.4,2603.0,1,The Wind Journeys,2009,"Drama,Music"
7.4,44340.0,1,Capitalism: A Love Story,2009,"Crime,Documentary,History"
6.6,102006.0,1,I Love You Phillip Morris,2009,"Biography,Comedy,Crime"
6.6,101205.0,3,It's Complicated,2009,"Comedy,Drama,Romance"
6.3,14579.0,3,The Private Lives of Pippa Lee,2009,"Comedy,Drama,Romance"
4.8,312680.0,3,The Twilight Saga: New Moon,2009,"Adventure,Drama,Fantasy"
7.3,101318.0,3,My Sister's Keeper,2009,"Drama,Family"
7.0,56123.0,3,Away We Go,2009,"Comedy,Drama,Romance"
7.2,41788.0,1,Soul Kitchen,2009,"Comedy,Drama"
5.5,199.0,1,Lost Persons Area,2009,Drama
7.3,118718.0,3,The Boat That Rocked,2009,"Comedy,Drama,Music"
7.3,67028.0,3,Fish Tank,2009,Drama
7.2,139983.0,3,An Education,2009,Drama
6.9,29337.0,3,Bright Star,2009,"Biography,Drama,Romance"
7.2,6692.0,2,Ajami,2009,"Crime,Drama"
